Q,link,category,cat_link
Клиентская часть - WANTED,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/client-part-is-wanted,"['Начало работы в FV', 'клиентская часть повредилась и не открывается, но к счастью есть серверная часть', 'клиентской части вообще нет (удалили, потерялась, не прислали), а серверная часть не открывается в ППП\n    \n    \n        \n\n\n            Подробнее']",No
Маппирование - для FSI,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fv-mapping,"['FSI', 'Abaqus', 'FV полезное']","['/ru/component/tags/tag/fsi', '/ru/component/tags/tag/abaqus', '/ru/component/tags/tag/fv-poleznoe']"
FV Terminal 3.12.02: очередь для автоматического запуска расчётов,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fvterminal-queue,"['Функционал FV', 'FlowVision 3.12.02']","['/ru/component/tags/tag/funktsional-fv', '/ru/component/tags/tag/flowvision-3-12-02']"
2D постановка во FlowVision 3.12.02,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/2d-simulation,['FlowVision 3.12.02'],['/ru/component/tags/tag/flowvision-3-12-02']
Ahmed Body в KompasFlow: моделируем вместе. Часть 3,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/ahmed-body-kf-part-3,['Ahmed Body'],['/ru/component/tags/tag/ahmed-body']
5 вопросов о расчётной сетке,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fvmesh-facts,"['Сетка', 'Функционал FV']","['/ru/component/tags/tag/setka', '/ru/component/tags/tag/funktsional-fv']"
ПостПроцессинг во FlowVision: отладочные слои,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/debug-layers,"['ПостПроцессинг', 'почему важно знать количество плохих маленьких ячеек', 'как отобразить проблемную ячейку из err файла', 'как узнать размер проадаптированной ячейки']","['/ru/component/tags/tag/postprotsessing', '/ru/support-menu-header-ru/blog-ru/debug-layers?start=2#n1', '#n2https://flowvision.ru/ru/support-menu-header-ru/blog-ru/debug-layers?start=1', '/ru/support-menu-header-ru/blog-ru/debug-layers?start=1#n3']"
Checklist по созданию проекта,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fv-checklist,['Начало работы в FV'],['/ru/component/tags/tag/nachalo-raboty-v-fv']
Редактор формул от А до Я,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/formula-editor,"['Функционал FV', 'Первые шаги в FV', 'Начало работы в FV']","['/ru/component/tags/tag/funktsional-fv', '/ru/component/tags/tag/pervye-shagi-v-fv', '/ru/component/tags/tag/nachalo-raboty-v-fv']"
Fvvis файлы: чем они полезны пользователю?,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fvvis,['Визуализация'],['/ru/component/tags/tag/vizualizatsiya']
"Лицензия FlowVision. Где, кому, сколько?",https://flowvision.ru/ru/support-menu-header-ru/blog-ru/lisence-options,['Начало работы в FV'],['/ru/component/tags/tag/nachalo-raboty-v-fv']
Верификация LES - метода крупных вихрей,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/les-in-fv,['Турбулентность'],['/ru/component/tags/tag/turbulentnost']
Критерий останова,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/stop-criterion,"['Функционал FV', 'почему удобно останавливать расчёт по критерию останова\xa0\nкакие критерии останова есть во FlowVision\nкак работают эти критерии останова', 'почему удобно останавливать расчёт по критерию останова', 'какие критерии останова есть во FlowVision', 'как работают эти критерии останова']","['/ru/component/tags/tag/funktsional-fv', '#n1', '#n1', '#n2', '#n3']"
Ahmed Body во FlowVision: моделируем вместе. Часть 2.,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/ahmed-body-part2,[],[]
Новые способы задания Начальных условий и Модификаторов,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/new-options-for-ic-and-mods,['Функционал FV'],['/ru/component/tags/tag/funktsional-fv']
FlowVision 3.12.01: Обледенение твёрдой поверхности,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/icing,['Возможности FV'],['/ru/component/tags/tag/vozmozhnosti-fv']
Вся правда об опорных величинах,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/vsya-pravda-ob-opornykh-velichinakh,"['Начало работы в FV', 'Опорные, относительные и абсолютные величины\nЗачем задавать опорные величины\nКак задавать параметры проекта относительно опорных величин\nВизуализация абсолютных величин', 'Опорные, относительные и абсолютные величины', 'Зачем задавать опорные величины', 'Как задавать параметры проекта относительно опорных величин', 'Визуализация абсолютных величин']","['/ru/component/tags/tag/nachalo-raboty-v-fv', '#n1', '#n1', '#n2', '#n3', '#n4']"
Мы начинаем публикацию студенческих работ,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/students-publication,[],[]
Многофазные течения: знакомство с методом VOF,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/vof-1,"['области применения VOF;', 'уравнения переноса сплошных фаз;', 'граничные условия на свободной поверхности;', 'моделирование двухфазного взаимодействия во FlowVision.']","['/ru/support-menu-header-ru/blog-ru/vof-1?start=1#n1', '/ru/support-menu-header-ru/blog-ru/vof-1?start=2#n2', '/ru/support-menu-header-ru/blog-ru/vof-1?start=3#n3', '/ru/support-menu-header-ru/blog-ru/vof-1?start=4#n4']"
FlowVision 3.12.01: Генератор волн,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/wave-generator,"['API ВИП', 'FlowVision 3.12.01']","['/ru/component/tags/tag/api-vip', '/ru/component/tags/tag/flowvision-3-12-01']"
Зацикливаем граничные условия. Оператор Defined в помощь,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/binder-of-bc,[],[]
Экономим сетку в двумерном расчёте,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/2d-adaptation,[],[]
Супергруппа и ее функционал,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/supergroup,"['Функционал FV', 'Зачем нужна супергруппа?', 'Как создавать супергруппу и работать с ней?', 'Разница между супергруппой в пре- и пост- процессоре?']","['/ru/component/tags/tag/funktsional-fv', '#n1', '#n2', '#n4']"
Датчики во FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/flowvisionsensors,['Функционал FV'],['/ru/component/tags/tag/funktsional-fv']
Модель зазора FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/gap-model,['Функционал FV'],['/ru/component/tags/tag/funktsional-fv']
Немного о турбулентности,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/tyrbulence,"['Турбулентность', 'определение турбулентности\nосновные понятия\nподходы к моделированию турбулентных течений\xa0\nрекомендации по моделированию турбулентности\xa0во FlowVision', 'определение турбулентности\nосновные понятия\nподходы к моделированию турбулентных течений\xa0\nрекомендации по моделированию турбулентности\xa0во FlowVision', 'определение турбулентности', 'основные понятия', 'подходы к моделированию турбулентных течений', 'рекомендации по моделированию турбулентности\xa0во FlowVision']","['/ru/component/tags/tag/turbulentnost', '#definition', '#definition', '#definition', '#concept', '#approaches', '#FV']"
Адаптации расчётной сетки и тонкости их применения,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/adaptation,"['Сетка', 'Функционал FV', 'адаптации в объёме / по поверхности;', 'адаптации по кривизне / острым граням;', 'адаптации по условию / к решению;', 'слитие.']",No
Шаг по времени во FlowVision. Что и как задавать,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/flowvisiontimestep,['Функционал FV'],['/ru/component/tags/tag/funktsional-fv']
Внешний теплообмен в связке FlowVision-Abaqus,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/heatexchange,[],[]
ГУ: Сверхзвуковой вход,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/supersonic-inlet,['Граничное условие'],['/ru/component/tags/tag/granichnoe-uslovie']
Устанавливаем FlowVision на персональный компьютер. Первые шаги,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/installation-step-by-step,['Начало работы в FV'],['/ru/component/tags/tag/nachalo-raboty-v-fv']
Ahmed Body во FlowVision: моделируем вместе. Часть 1.,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/ahmed-body-part1,[],[]
Запуск на продолжение совместного расчета Abaqus - FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/continue-fsi-calculation,"['FSI', 'Совместный расчёт', 'Abaqus', 'Нехватка памяти (как оперативной, так и физической)\nПерезапуск машины, на которой проводился расчёт\nНеобходимость остановки расчёта для модификации проекта', 'Нехватка памяти (как оперативной, так и физической)', 'Перезапуск машины, на которой проводился расчёт', 'Необходимость остановки расчёта для модификации проекта']",No
"Что делать, если расчёт разваливается?",https://flowvision.ru/ru/support-menu-header-ru/blog-ru/what-is-the-problem,['Начало работы в FV'],['/ru/component/tags/tag/nachalo-raboty-v-fv']
Скрипт для создания видео из изображений,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/pic-to-vid,['Визуализация'],['/ru/component/tags/tag/vizualizatsiya']
Характеристики во FlowVision: полное руководство,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/characteristics,"['Функционал FV', 'получения результатов расчёта, таких как расход, давление, температура, силы на поверхности или в сечении;\nмониторинга \xa0результатов расчёта, с помощью вывода данных в виде графика в интерфейсе программы;\xa0\nотладки проекта/диагностики проблем, например,\xa0 для нахождения экстремальных значений по всему расчетному пространству.\xa0\n\n\n            Подробнее', 'получения результатов расчёта, таких как расход, давление, температура, силы на поверхности или в сечении;', 'мониторинга \xa0результатов расчёта, с помощью вывода данных в виде графика в интерфейсе программы;', 'отладки проекта/диагностики проблем, например,\xa0 для нахождения экстремальных значений по всему расчетному пространству.\xa0\n\n\n            Подробнее']",No
FSI в 3.11.02: запуск совместных расчётов FlowVision и Abaqus,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fsi-launch,"['FSI', 'Скрипт', 'Совместный расчёт', 'появилась возможность запуска FSI расчётов через графический интерфейс ПреПостПроцессора с помощью нового функционала ""Внешние связи"";\nдобавлены различные протоколы соединений (коннекторы), позволяющие расширить возможности взаимодействия с прочностными пакетами. Среди новых протоколов особенно интересен Co-Simulation Engine (CSE).', 'появилась возможность запуска FSI расчётов через графический интерфейс ПреПостПроцессора с помощью нового функционала ""Внешние связи"";', 'добавлены различные протоколы соединений (коннекторы), позволяющие расширить возможности взаимодействия с прочностными пакетами. Среди новых протоколов особенно интересен Co-Simulation Engine (CSE).']",No
В помощь админам и не только. Устанавливаем FlowVision скриптом вместе с преднастройками,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fv-batch-installation,"['Скрипт', 'Установка FV']","['/ru/component/tags/tag/skript', '/ru/component/tags/tag/ustanovka-fv']"
Создание сборки с объединением (симметричная постановка),https://flowvision.ru/ru/support-menu-header-ru/blog-ru/t-connection-assembly,['Геометрия'],['/ru/component/tags/tag/geometriya']
Moving Body Controller  - новый функционал в версии 3.11.02,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/mbc,"['API ВИП', 'FlowVision 3.11.02']","['/ru/component/tags/tag/api-vip', '/ru/component/tags/tag/flowvision-3-11-02']"
Моделирование турбулентности во FlowVision на примере задачи об обтекании куба,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/turbulence-in-fv,"['Физические процессы', 'Турбулентность', 'Возможности FV']","['/ru/component/tags/tag/fizicheskie-protsessy', '/ru/component/tags/tag/turbulentnost', '/ru/component/tags/tag/vozmozhnosti-fv']"
FSI моделирование демпфера. Урок-2. Подбор коэффициентов искусственной сжимаемости,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/artificial-comperessibility-for-fsi,['FSI'],['/ru/component/tags/tag/fsi']
FSI моделирование демпфера. Урок 1. Использование «вывернутой» расчётной сетки,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/reversed-geometry-for-fsi,"['FSI', 'Tutorial', 'Геометрия']","['/ru/component/tags/tag/fsi', '/ru/component/tags/tag/tutorial', '/ru/component/tags/tag/geometriya']"
Запуск совместного расчета через MPM-Агент + Скрипт для версии FlowVision 3.11.01,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/mpm-flowvision-3-11-01,"['Совместный расчёт', 'Более гибкая настройка совместного расчета;', 'Упрощенный запуск на кластере;', 'Включение дополнительных программ в совместный расчет;', 'Взаимодействие с новыми версиями SIMULIA Abaqus.', 'Требуется генерация конфигурационного файла;', 'Сложный запуск, с которым не работает MPM-Агент в текущей версии FV.', 'Необходимость запускать дополнительную программу;', 'Команды, передаваемые Abaqus: отдельный запуск Abaqus CSE Director и отдельный запуск проекта на расчет.']",No
Вывод текста в графическом окне,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/vyvod-teksta-v-graficheskom-okne,[],[]
Вкладка «Геометрия» в ПреПостПроцессоре,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/geom-tab-in-ppp,['Геометрия'],['/ru/component/tags/tag/geometriya']
Получение лицензии и ее регистрация,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/license-registration,"['Начало работы в FV', 'Лицензия устанавливается и привязывается к одному компьютеру и не может быть перенесена\\зарегистрирована на другом компьютере', 'Но пользователи могут работать с самим FlowVision на любом компьютере, даже могут постоянно менять рабочий компьютер. FlowVision будет запрашивать лицензию у компьютера, на котором зарегистрирована лицензия.', 'На одном компьютере можно зарегистрировать множество лицензий для разных пользователей, чтобы никто не блокировал лицензии, например, соседнего отдела.', 'Также можно зарегистрировать одну общую лицензию, например, с большим числом ядер и дать возможность пользователям конкурировать за лицензии :) Это позволяет при необходимости запустить расчет на максимальном числе ядер.']",No
"Диалоговое окно создания проекта. Создаем пустой проект, сохраняем когда хотим и др.",https://flowvision.ru/ru/support-menu-header-ru/blog-ru/new-project-dialog-window,['Начало работы в FV'],['/ru/component/tags/tag/nachalo-raboty-v-fv']
Моделирование течения жидкости в запорной арматуре с помощью KompasFlow,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/kompas-flow,[],[]
Обновленный функционал редактирования расчетной сетки версии FV 3.10.01,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fv31001-new-adaptation,"['все адаптации и приповерхностная сетка задаются в одном единственном разделе дерева проекта', 'в дереве проекта цветом выделяются активные адаптации и приповерхностная сетка, а неактивные принимают серый цвет', 'появилась возможность группировать объекты и подобласти в рамках одной адаптации с общими для них всех настройками', 'теперь можно задавать количество слоев не только для максимального уровня адаптации, но и для промежуточных уровней', 'появилась «адаптация по условию», который позволяет проводить разбиение ячеек по заданному условию (то есть по значению вычисляемых переменных)']",No
О моделях излучения во FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/radiation-how-to,[],[]
Примеры задания и настройки запуска FSI-проектов,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/primery-zadaniya-i-nastrojki-zapuska-fsi-proektov,"['Совместный расчёт', 'Монолитный подход (Уравнения, отвечающие за поток и за деформации решаются одновременно с одного солвера)', 'Совместное моделирование (Уравнения потоков и деформации расчитываются отдельными программами)', 'задания настроек совместного запуска FlowVision-Abaqus, причем все настройки сохраняются в файл MpmConnector.cfg в серверной папке проекта FlowVision (файл либо создается автоматически, либо, если файл уже существует, будут отображены настройки файла выбранного проекта в MP Менеджере)', 'запуска солвера FlowVision', 'запуска Abaqus (с помощью модуль FlowVision MPM-Agent)']",No
Маленькие ячейки и их влияние на расчет,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/small-cells,[],[]
Шаг по времени при решении FSI задач с Abaqus,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/shag-po-vremeni-pri-reshenii-fsi-zadach-s-abaqus,"['Шаг интегрирования по времени в Abaqus', 'Шаг интегрирования по времени во FlowVision', 'Временной шаг обмена между Abaqus и FlowVision']",No
Организация распределенной вычислительной сети из офисных компьютеров (офисный кластер) с ОС Windows с использованием MS MPI v.7 и более поздних версий,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/organizatsiya-raspredelennoj-vychislitelnoj-seti-iz-ofisnykh-kompyuterov-ofisnyj-klaster-s-os-windows-s-ispolzovaniem-ms-mpi-v-7-i-bolee-pozdnikh-versij,"['Тонкости', 'Параллельные вычисления в FV']","['/ru/component/tags/tag/tonkosti', '/ru/component/tags/tag/parallelnye-vychisleniya-v-fv']"
Вращательное движение,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/rotation-in-flowvision,['Функционал FV'],['/ru/component/tags/tag/funktsional-fv']
Запуск ПреПостпроцессора под Linux c использованием Wine,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/zapusk-prepostprotsessora-pod-linux-c-ispolzovaniem-wine,"['Тонкости', 'Linux']","['/ru/component/tags/tag/tonkosti', '/ru/component/tags/tag/linux']"
Клиентская и серверная части проекта - что это такое и как с ними работать?,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/client-and-server-parts,"['Тонкости', 'Начало работы в FV']","['/ru/component/tags/tag/tonkosti', '/ru/component/tags/tag/nachalo-raboty-v-fv']"
Утилита для расчета Спектральной плотности мощности,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/utilita-dlya-rascheta-spektralnoj-plotnosti-moshchnosti,[],[]
Экспорт геометрической модели из SolidWorks для импорта во FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/solidworkstoflowvision,"['Геометрия', 'Начало работы в FV']","['/ru/component/tags/tag/geometriya', '/ru/component/tags/tag/nachalo-raboty-v-fv']"
"Параллельные вычисления во FlowVision. Что нужно знать, чтобы быть быстрее",https://flowvision.ru/ru/support-menu-header-ru/blog-ru/parallelnye-vychisleniya-vo-flowvision-chto-nuzhno-znat-chtoby-byt-bystree,"['Параллельные вычисления в FV', 'Почему нельзя бесконечно ускорять расчет имея очень много процессоров', 'Как ускорение зависит от числа расчетных ячеек', 'Как сделать расчет быстрее', 'И даже какое ""железо"" стоит предпочитать для параллельных CFD расчетов']",No
Плавное изменение переменных во FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/plavnoe-izmenenie-peremennykh-vo-flowvision,[],[]
Создание анимации во FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/sozdanie-animatsii-vo-flowvision,"['Визуализация', 'Получение последовательности изображений средствами FlowVision на основе посчитанных и сохраненных файлов;', 'Создание анимации на основе полученной последовательности изображений с помощью сторонней программы.']",No
Структура проекта FlowVision. Ручная манипуляция с файлами. Восстановление,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/fvdata-structure,['Тонкости'],['/ru/component/tags/tag/tonkosti']
Создание неравномерных начальных сеток. Редактор начальной сетки,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/initial-grid-editor,"['Видеоурок', 'Сетка']","['/ru/component/tags/tag/videourok', '/ru/component/tags/tag/setka']"
Задание периодических процессов в редакторе формул,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/zadanie-periodicheskikh-protsessov-v-redaktore-formul,"['поступательное движение поршня и клапанов в двигателе внутреннего сгорания', 'синусоидальный расход жидкости на входе', 'поступательное движение штока в гидравлической системе']",No
Автоматическая замена геометрической модели в процессе расчета. Теория и практика,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/avtomaticheskaya-zamena-geometricheskoj-modeli-v-protsesse-rascheta-teoriya-i-praktika,['Геометрия'],['/ru/component/tags/tag/geometriya']
Полное давление,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/polnoe-davlenie,['Граничное условие'],['/ru/component/tags/tag/granichnoe-uslovie']
Приближение Буссинеска во FlowVision,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/priblizhenie-bussineska-vo-flowvision,[],[]
Об исследовании сходимости по сетке,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/ob-issledovanii-skhodimosti-po-setke,"['Что такое сеточная сходимость и почему её необходимо достигать', 'Как лучше всего проводить исследование сходимости по сетке', 'Что бывает, когда исследованием по сетке пренебрегают или не доводят до победного конца', 'Что делать если сходимость нельзя достигнуть из-за недостатка вычислительных ресурсов, но результат получить очень хочется']",No
Применение модификатора объемного сопротивления,https://flowvision.ru/ru/support-menu-header-ru/blog-ru/primenenie-modifikator-ob-emnogo-soprotivleniya,[],[]
